team,name,nationality,position,apps,mins,goals,xg,goals_vs_xg,shots,sot,conv_pct,xg_per_shot,goals_x90,xg_x90,goals_vs_xg_x90,shots_x90,sot_x90,xg_per_90,goals_per_90,xa_per_90,assists_per_90,start_probability,status,saves_made,goals_conceded,save_perc,goals_prevented,xgot_conceded
Netherlands,Virgil van Dijk,Netherlands,DF,3,270,1.0,0.1,0.9,2.0,2.0,50.0,0.05,0.33,0.03,0.3,0.67,0.67,0.03,0.33,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Netherlands,Donyell Malen,Netherlands,FW,3,187,0.0,0.28,-0.28,4.0,2.0,0.0,0.07,0.0,0.13,-0.13,1.93,0.96,0.13,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Netherlands,Tijjani Reijnders,Netherlands,MF,3,201,0.0,0.28,-0.28,4.0,2.0,0.0,0.07,0.0,0.13,-0.13,1.79,0.9,0.13,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Netherlands,Cody Gakpo,Netherlands,FW,3,258,2.0,1.48,0.52,9.0,5.0,22.22,0.16,0.7,0.52,0.18,3.14,1.74,0.52,0.7,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Netherlands,Micky van de Ven,Netherlands,DF,2,180,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.01,-0.01,0.5,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Netherlands,Quinten Timber,Netherlands,MF,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Netherlands,Wout Weghorst,Netherlands,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Tunisia,Hadj Mahmoud,Tunisia,MF,2,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Netherlands,Memphis Depay,Netherlands,FW,3,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Netherlands,Denzel Dumfries,Netherlands,DF,3,270,0.0,0.38,-0.38,4.0,2.0,0.0,0.09,0.0,0.13,-0.13,1.33,0.67,0.13,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Tunisia,Mohamed Amine Ben Hmida,Tunisia,DF,3,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Tunisia,Sebastian Tounekti,Tunisia,FW,3,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Netherlands,Marten de Roon,Netherlands,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Netherlands,Mats Wieffer,Netherlands,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Tunisia,Hazem Mastouri,Tunisia,FW,1,89,1.0,0.14,0.86,3.0,2.0,33.33,0.05,1.01,0.14,0.87,3.03,2.02,0.14,1.01,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Tunisia,Omar Rekik,Tunisia,DF,2,180,1.0,0.03,0.97,1.0,1.0,100.0,0.03,0.5,0.01,0.48,0.5,0.5,0.01,0.5,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Ritsu Doan,Japan,MF,3,216,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.01,-0.01,0.42,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Carl Starfelt,Sweden,DF,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Kento Shiogai,Japan,FW,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Alexander Isak,Sweden,FW,3,269,1.0,0.51,0.49,6.0,5.0,16.67,0.08,0.33,0.17,0.16,2.01,1.67,0.17,0.33,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Ken Sema,Sweden,MF,1,15,0.0,0.03,-0.03,1.0,0.0,0.0,0.03,0.0,0.18,-0.18,6.0,0.0,0.18,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Daichi Kamada,Japan,MF,3,253,2.0,0.87,1.13,2.0,2.0,100.0,0.43,0.71,0.31,0.4,0.71,0.71,0.31,0.71,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Kaishu Sano,Japan,MF,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Hjalmar Ekdal,Sweden,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Besfort Zeneli,Sweden,MF,1,34,0.0,0.01,-0.01,1.0,1.0,0.0,0.01,0.0,0.03,-0.03,2.65,2.65,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Herman Johansson,Sweden,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Daizen Maeda,Japan,FW,2,156,1.0,0.68,0.32,2.0,1.0,50.0,0.34,0.58,0.39,0.18,1.15,0.58,0.39,0.58,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Daniel Svensson,Sweden,DF,2,16,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,0.0,0.06,-0.06,5.62,0.0,0.06,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Viktor Gyokeres,Sweden,FW,3,270,1.0,0.92,0.08,11.0,5.0,9.09,0.08,0.33,0.31,0.03,3.67,1.67,0.31,0.33,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Ao Tanaka,Japan,MF,2,180,0.0,0.08,-0.08,2.0,0.0,0.0,0.04,0.0,0.04,-0.04,1.0,0.0,0.04,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Keisuke Goto,Japan,FW,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Yasin Ayari,Sweden,MF,3,259,2.0,0.29,1.71,7.0,3.0,28.57,0.04,0.69,0.1,0.59,2.43,1.04,0.1,0.69,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Isak Hien,Sweden,DF,3,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Takehiro Tomiyasu,Japan,DF,2,94,0.0,0.19,-0.19,1.0,0.0,0.0,0.19,0.0,0.18,-0.18,0.96,0.0,0.18,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Benjamin Nygren,Sweden,FW,3,123,0.0,0.05,-0.05,1.0,0.0,0.0,0.05,0.0,0.04,-0.04,0.73,0.0,0.04,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Junya Ito,Japan,FW,3,137,1.0,0.64,0.36,2.0,1.0,50.0,0.32,0.66,0.42,0.24,1.31,0.66,0.42,0.66,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Mattias Svanberg,Sweden,MF,1,6,1.0,0.09,0.91,1.0,1.0,100.0,0.09,15.0,1.35,13.65,15.0,15.0,1.35,15.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Victor Lindelof,Sweden,DF,3,267,0.0,0.33,-0.33,2.0,0.0,0.0,0.16,0.0,0.11,-0.11,0.67,0.0,0.11,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Shogo Taniguchi,Japan,DF,2,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Tsuyoshi Watanabe,Japan,DF,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Jesper Karlstrom,Sweden,MF,2,140,0.0,0.08,-0.08,1.0,0.0,0.0,0.08,0.0,0.05,-0.05,0.64,0.0,0.05,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Ayumu Seko,Japan,DF,2,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Ko Itakura,Japan,DF,2,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Lucas Bergvall,Sweden,MF,3,112,0.0,0.09,-0.09,1.0,0.0,0.0,0.09,0.0,0.07,-0.07,0.8,0.0,0.07,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Anthony Elanga,Sweden,FW,3,126,2.0,0.38,1.62,3.0,3.0,66.67,0.13,1.43,0.27,1.16,2.14,2.14,0.27,1.43,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Yuito Suzuki,Japan,MF,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Elliot Stroud,Sweden,MF,3,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Keito Nakamura,Japan,FW,3,244,1.0,0.16,0.84,5.0,2.0,20.0,0.03,0.37,0.06,0.31,1.84,0.74,0.06,0.37,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Hiroki Ito,Japan,DF,3,270,0.0,0.03,-0.03,1.0,0.0,0.0,0.03,0.0,0.01,-0.01,0.33,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Gustaf Lagerbielke,Sweden,DF,3,270,0.0,0.15,-0.15,3.0,1.0,0.0,0.05,0.0,0.05,-0.05,1.0,0.33,0.05,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Gabriel Gudmundsson,Sweden,DF,3,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Shuto Machino,Japan,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Alexander Bernhardsson,Sweden,FW,3,219,0.0,0.04,-0.04,1.0,1.0,0.0,0.04,0.0,0.02,-0.02,0.41,0.41,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Koki Ogawa,Japan,FW,2,39,0.0,0.36,-0.36,3.0,0.0,0.0,0.12,0.0,0.83,-0.83,6.92,0.0,0.83,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Yukinari Sugawara,Japan,DF,3,121,0.0,0.16,-0.16,2.0,2.0,0.0,0.08,0.0,0.12,-0.12,1.49,1.49,0.12,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Ayase Ueda,Japan,FW,3,234,2.0,0.72,1.28,7.0,3.0,28.57,0.1,0.77,0.28,0.49,2.69,1.15,0.28,0.77,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Eric Smith,Sweden,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Gustaf Nilsson,Sweden,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Sweden,Taha Ali,Sweden,MF,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Yuto Nagatomo,Japan,DF,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Japan,Junnosuke Suzuki,Japan,DF,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Nick Woltemade,Germany,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Assan Ouedraogo,Germany,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Anthony Valencia,Ecuador,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Jamie Leweling,Germany,FW,1,30,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.06,-0.06,3.0,0.0,0.06,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Aleksandar Pavlovic,Germany,MF,3,195,0.0,0.4,-0.4,3.0,1.0,0.0,0.13,0.0,0.18,-0.18,1.38,0.46,0.18,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Piero Hincapie,Ecuador,DF,3,251,0.0,0.5,-0.5,3.0,0.0,0.0,0.17,0.0,0.18,-0.18,1.08,0.0,0.18,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Nilson Angulo,Ecuador,FW,3,139,1.0,0.04,0.96,2.0,2.0,50.0,0.02,0.65,0.03,0.62,1.29,1.29,0.03,0.65,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Malick Thiaw,Germany,DF,1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Felix Torres,Ecuador,DF,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Angelo Preciado,Ecuador,DF,3,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Jackson Porozo,Ecuador,DF,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Waldemar Anton,Germany,DF,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Angelo Stiller,Germany,MF,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Alan Franco,Ecuador,MF,3,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Nadiem Amiri,Germany,MF,1,30,0.0,0.08,-0.08,1.0,1.0,0.0,0.08,0.0,0.24,-0.24,3.0,3.0,0.24,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Jonathan Tah,Germany,DF,3,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Leon Goretzka,Germany,MF,2,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Jordy Alcivar,Ecuador,MF,1,45,0.0,0.04,-0.04,1.0,0.0,0.0,0.04,0.0,0.08,-0.08,2.0,0.0,0.08,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,David Raum,Germany,DF,2,107,0.0,0.03,-0.03,1.0,1.0,0.0,0.03,0.0,0.03,-0.03,0.84,0.84,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Florian Wirtz,Germany,MF,3,253,0.0,0.7,-0.7,8.0,1.0,0.0,0.09,0.0,0.25,-0.25,2.85,0.36,0.25,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Maximilian Beier,Germany,FW,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Gonzalo Plata,Ecuador,FW,3,270,1.0,1.29,-0.29,8.0,5.0,12.5,0.16,0.33,0.43,-0.1,2.67,1.67,0.43,0.33,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Deniz Undav,Germany,FW,3,86,3.0,1.52,1.48,5.0,4.0,60.0,0.3,3.14,1.59,1.55,5.23,4.19,1.59,3.14,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Kai Havertz,Germany,FW,3,235,2.0,1.31,0.69,8.0,4.0,25.0,0.16,0.77,0.5,0.26,3.06,1.53,0.5,0.77,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Willian Pacho,Ecuador,DF,3,270,0.0,0.07,-0.07,1.0,1.0,0.0,0.07,0.0,0.02,-0.02,0.33,0.33,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Pascal Groß,Germany,MF,1,17,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.11,-0.11,5.29,0.0,0.11,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Denil Castillo,Ecuador,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Kendry Paez,Ecuador,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Joel Ordonez,Ecuador,DF,2,180,0.0,0.2,-0.2,2.0,0.0,0.0,0.1,0.0,0.1,-0.1,1.0,0.0,0.1,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Leroy Sane,Germany,FW,3,240,1.0,1.09,-0.09,5.0,2.0,20.0,0.22,0.38,0.41,-0.03,1.88,0.75,0.41,0.38,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Pervis Estupinan,Ecuador,DF,2,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Moises Caicedo,Ecuador,MF,3,270,0.0,0.08,-0.08,3.0,1.0,0.0,0.03,0.0,0.03,-0.03,1.0,0.33,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Enner Valencia,Ecuador,FW,3,231,0.0,1.59,-1.59,10.0,6.0,0.0,0.16,0.0,0.62,-0.62,3.9,2.34,0.62,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Antonio Rudiger,Germany,DF,3,152,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.01,-0.01,0.59,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Jeremy Arevalo,Ecuador,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,John Yeboah,Ecuador,FW,3,236,0.0,0.29,-0.29,6.0,2.0,0.0,0.05,0.0,0.11,-0.11,2.29,0.76,0.11,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Alan Minda,Ecuador,FW,1,56,0.0,0.37,-0.37,2.0,0.0,0.0,0.19,0.0,0.59,-0.59,3.21,0.0,0.59,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Yaimar Medina,Ecuador,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Joshua Kimmich,Germany,MF,3,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Jamal Musiala,Germany,MF,3,214,1.0,0.38,0.62,6.0,1.0,16.67,0.06,0.42,0.16,0.26,2.52,0.42,0.16,0.42,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Germany,Felix Nmecha,Germany,MF,3,227,1.0,0.38,0.62,8.0,3.0,12.5,0.05,0.4,0.15,0.25,3.17,1.19,0.15,0.4,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Pedro Vite,Ecuador,MF,3,270,0.0,0.11,-0.11,3.0,1.0,0.0,0.04,0.0,0.04,-0.04,1.0,0.33,0.04,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Kevin Rodriguez,Ecuador,FW,3,84,0.0,0.6,-0.6,5.0,1.0,0.0,0.12,0.0,0.64,-0.64,5.36,1.07,0.64,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Ecuador,Jordy Caicedo,Ecuador,FW,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Ar'Jany Martha,Curacao,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Brandley Kuwas,Curacao,FW,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Yan Diomande,Cote d'Ivoire,FW,3,242,0.0,0.27,-0.27,3.0,0.0,0.0,0.09,0.0,0.1,-0.1,1.12,0.0,0.1,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Leandro Bacuna,Curacao,MF,3,270,0.0,0.38,-0.38,6.0,1.0,0.0,0.06,0.0,0.13,-0.13,2.0,0.33,0.13,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Jearl Margaritha,Curacao,FW,2,39,0.0,0.04,-0.04,1.0,0.0,0.0,0.04,0.0,0.09,-0.09,2.31,0.0,0.09,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Ibrahim Sangare,Cote d'Ivoire,MF,3,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Jurien Gaari,Curacao,DF,2,167,0.0,0.05,-0.05,2.0,0.0,0.0,0.03,0.0,0.03,-0.03,1.08,0.0,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Amad Diallo,Cote d'Ivoire,FW,3,154,1.0,0.87,0.13,6.0,2.0,16.67,0.14,0.58,0.51,0.08,3.51,1.17,0.51,0.58,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Jean Michael Seri,Cote d'Ivoire,MF,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Parfait Guiagon,Cote d'Ivoire,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Curacao,Deveron Fonville,Curacao,DF,3,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,Simon Adingra,Cote d'Ivoire,FW,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
